Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure,Number_of_Purchases,Customer_Support_Requests,Login_Frequency,Last_Activity_Date,Satisfaction_Score,Churn_Status
CUST-0318,55,Male,Los Angeles,Basic,18.21,16,3,7,1,2026-01-17,3,0
CUST-0319,57,Female,Los Angeles,Standard,39.75,45,5,6,22,2026-01-06,5,0
CUST-0320,37,Male,Miami,Basic,21.31,35,3,4,12,2026-05-30,4,0
CUST-0321,52,Male,Chicago,Basic,19.33,3,8,2,5,2026-05-26,2,0
CUST-0322,65,Female,Miami,Premium,63.1,56,3,8,13,2026-01-09,2,0
CUST-0323,42,Male,Houston,Basic,21.24,5,5,4,27,2026-04-09,2,1
CUST-0324,52,Female,Miami,Basic,20.91,26,5,2,15,2026-02-26,2,0
CUST-0325,42,Female,Chicago,Basic,19.45,11,9,2,22,2026-05-01,5,0
CUST-0326,46,Male,Houston,Basic,15.4,7,10,2,30,2026-02-28,1,1
CUST-0327,35,Female,New York,Basic,16.09,53,9,5,11,2026-01-26,5,0
CUST-0328,63,Female,New York,Basic,24.56,56,0,0,8,2026-01-01,3,0
CUST-0329,35,Male,Chicago,Standard,31.69,10,7,3,5,2026-06-09,5,0
CUST-0330,19,Female,Miami,Basic,14.03,42,11,7,2,2026-06-18,5,1
CUST-0331,52,Female,Los Angeles,Standard,37.39,52,2,2,12,2026-02-21,3,0
CUST-0332,33,Female,Chicago,Basic,22.55,34,14,4,28,2026-02-06,5,0
CUST-0333,58,Female,Houston,Basic,12.46,3,12,1,2,2026-02-07,1,1
CUST-0334,53,Male,Houston,Standard,34.15,8,5,1,26,2026-03-31,4,0
CUST-0335,50,Female,New York,Premium,55.99,31,2,6,16,2026-05-07,3,0
CUST-0336,21,Female,Houston,Basic,20.59,11,14,9,21,2026-02-14,2,1
CUST-0337,50,Female,Chicago,Premium,58.57,45,10,2,3,2026-03-27,1,1
CUST-0338,31,Female,Houston,Standard,35.83,7,1,4,10,2026-02-26,4,0
CUST-0339,38,Female,Chicago,Standard,36.66,45,14,2,19,2026-01-05,1,1
CUST-0340,65,Male,Los Angeles,Standard,43.37,2,4,5,8,2025-12-24,1,1
CUST-0341,37,Female,New York,Basic,16.17,6,13,9,7,2026-06-12,2,0
CUST-0342,25,Female,Houston,Basic,12.18,41,0,2,1,2026-01-21,4,0
CUST-0343,24,Female,Chicago,Standard,37.86,32,8,7,12,2026-06-09,1,1
CUST-0344,20,Female,Miami,Basic,24.44,20,10,1,29,2026-02-25,2,1
CUST-0345,34,Male,New York,Premium,64.12,57,6,2,28,2026-03-25,3,0
CUST-0346,50,Male,Los Angeles,Basic,24.75,34,2,7,5,2026-04-20,2,1
CUST-0347,65,Male,Chicago,Basic,22.62,50,3,7,16,2026-03-09,5,1
CUST-0348,29,Male,Los Angeles,Standard,30.54,16,12,0,25,2026-04-09,2,1
CUST-0349,68,Female,Los Angeles,Basic,19.88,25,5,7,4,2026-04-05,2,1
CUST-0350,39,Female,Houston,Standard,34.3,12,2,9,17,2026-05-12,2,1
CUST-0351,39,Female,Houston,Standard,38.39,7,11,1,24,2026-02-06,1,0
CUST-0352,63,Male,Chicago,Premium,59.19,39,6,6,21,2026-06-04,4,0
CUST-0353,47,Female,Miami,Standard,35.23,17,12,5,2,2026-02-22,2,1
CUST-0354,55,Male,Chicago,Standard,43.85,45,5,1,12,2026-02-15,2,0
CUST-0355,55,Male,Miami,Standard,33.1,11,8,4,1,2025-12-25,5,0
CUST-0356,62,Female,Los Angeles,Premium,68.11,6,11,6,30,2026-05-28,5,0
CUST-0357,68,Female,New York,Basic,10.46,23,14,7,12,2026-06-19,3,0
CUST-0358,25,Male,Chicago,Basic,11.36,27,4,2,12,2026-03-21,3,0
CUST-0359,44,Male,Chicago,Basic,22.82,46,3,0,12,2026-01-11,5,0
CUST-0360,44,Male,Miami,Basic,19.46,6,2,6,19,2026-01-23,4,1
CUST-0361,51,Male,Los Angeles,Standard,41.21,38,9,4,25,2026-02-24,3,0
CUST-0362,38,Female,Los Angeles,Standard,33.14,2,0,4,17,2026-04-29,4,0
CUST-0363,47,Male,Miami,Standard,38.06,22,2,6,20,2026-05-06,5,1
CUST-0364,50,Female,Los Angeles,Basic,21.06,20,2,0,24,2026-05-07,3,0
CUST-0365,45,Female,Houston,Standard,39.41,25,6,7,24,2026-06-12,2,1
CUST-0366,64,Male,New York,Basic,17.08,15,6,9,26,2026-06-15,5,0
CUST-0367,50,Male,Chicago,Standard,44.4,49,12,4,28,2026-05-01,3,0
CUST-0368,22,Male,New York,Standard,40.14,29,14,7,11,2026-02-22,4,0
CUST-0369,65,Male,Chicago,Basic,23.62,8,11,9,13,2026-05-17,4,0
CUST-0370,36,Male,Houston,Basic,20.95,37,0,9,27,2026-03-31,3,1
CUST-0371,21,Female,Los Angeles,Basic,21.03,49,2,4,8,2026-01-25,4,0
CUST-0372,52,Male,Miami,Premium,56.2,52,12,6,10,2026-05-27,3,0
CUST-0373,66,Female,Houston,Premium,60.39,33,7,9,8,2026-02-02,3,1
CUST-0374,34,Male,New York,Standard,42.88,22,8,2,20,2026-06-04,4,0
CUST-0375,61,Female,Miami,Basic,13.49,50,6,1,8,2026-05-16,1,1
CUST-0376,45,Female,Los Angeles,Basic,11.73,47,6,5,9,2026-03-17,2,1
CUST-0377,47,Female,Houston,Standard,34.89,5,11,4,7,2026-05-31,5,0
CUST-0378,46,Female,Miami,Standard,33.31,39,14,8,14,2026-06-03,2,1
CUST-0379,63,Female,Houston,Basic,23.88,18,10,9,28,2026-01-26,5,1
CUST-0380,23,Female,Houston,Basic,23.02,38,7,3,2,2026-06-20,5,1
CUST-0381,52,Female,Los Angeles,Standard,37.5,54,5,2,25,2026-01-30,2,1
CUST-0382,58,Female,Chicago,Basic,10.92,53,10,8,11,2026-02-05,3,0
CUST-0383,54,Male,Miami,Basic,20.72,37,2,7,8,2026-05-01,4,1
CUST-0384,41,Male,Los Angeles,Basic,19.35,30,14,5,13,2026-04-03,1,1
CUST-0385,46,Female,Houston,Standard,44.56,51,0,0,21,2026-01-10,1,0
CUST-0386,66,Female,Los Angeles,Premium,63.38,31,6,9,15,2026-05-16,1,1
CUST-0387,63,Female,Chicago,Premium,60.05,10,0,0,28,2026-04-20,2,1
CUST-0388,48,Female,Miami,Standard,37.79,15,0,5,3,2026-02-12,2,1
CUST-0389,52,Female,Chicago,Standard,44.69,42,8,2,23,2026-03-28,3,0
CUST-0390,50,Male,New York,Basic,20.45,59,12,2,14,2026-05-10,1,1
CUST-0391,69,Male,Miami,Standard,40.08,48,9,5,30,2026-06-20,3,1
CUST-0392,38,Male,Chicago,Basic,13.61,44,6,2,15,2026-04-28,1,0
CUST-0393,49,Male,Houston,Standard,41.15,18,12,9,2,2025-12-28,2,1
CUST-0394,40,Female,Miami,Basic,21.25,23,10,5,29,2026-03-13,4,0
CUST-0395,50,Male,Miami,Basic,14.76,33,12,4,19,2026-05-13,4,0
CUST-0396,20,Female,Los Angeles,Basic,17.26,16,3,3,12,2026-01-14,4,0
CUST-0397,35,Male,Houston,Basic,14.42,54,5,7,25,2026-06-14,4,0
CUST-0398,42,Female,New York,Basic,13.88,38,0,1,20,2026-01-22,5,0
CUST-0399,59,Female,Chicago,Basic,10.39,35,6,6,4,2026-02-20,1,1
CUST-0400,48,Male,Los Angeles,Premium,59.28,34,11,3,3,2025-12-25,4,1
CUST-0401,20,Female,Chicago,Basic,18.31,28,14,1,5,2026-05-07,5,0
CUST-0402,57,Male,New York,Standard,30.02,2,5,6,3,2026-04-08,5,0
CUST-0403,63,Male,New York,Premium,59.25,30,3,0,25,2026-02-21,5,0
CUST-0404,41,Male,Miami,Premium,68.22,13,6,3,15,2026-04-10,3,0
CUST-0405,67,Male,New York,Standard,38.9,41,2,8,19,2026-02-03,3,1
CUST-0406,49,Male,Chicago,Premium,64.12,16,0,3,2,2026-01-30,5,1
CUST-0407,64,Female,Houston,Basic,16.05,59,3,2,12,2026-05-06,4,0
CUST-0408,39,Female,Houston,Basic,20.15,5,2,9,5,2026-02-18,1,1
CUST-0409,40,Female,Miami,Basic,12.85,55,0,9,22,2026-02-23,2,0
CUST-0410,19,Male,Chicago,Standard,42.28,28,1,1,17,2026-04-07,3,0
CUST-0411,44,Female,Chicago,Standard,31.75,53,10,2,14,2026-06-15,4,0
CUST-0412,59,Male,New York,Basic,19.84,39,4,0,28,2026-05-31,4,0
CUST-0413,19,Male,Chicago,Basic,15.12,45,14,9,27,2026-01-25,2,1
CUST-0414,43,Female,Los Angeles,Standard,41.21,20,7,7,22,2026-03-10,2,1
CUST-0415,34,Male,New York,Basic,18.25,24,0,0,10,2026-03-25,4,0
CUST-0416,57,Female,Los Angeles,Standard,36.79,27,3,2,3,2026-03-14,2,0
CUST-0417,50,Female,Miami,Standard,32.54,30,13,2,4,2026-04-20,4,0
CUST-0418,26,Male,Houston,Standard,39.55,58,3,1,6,2026-03-06,2,0
CUST-0419,60,Male,Miami,Standard,44.62,45,4,4,24,2026-03-30,2,0
CUST-0420,65,Male,Houston,Premium,67.38,27,6,9,25,2026-01-20,4,1
CUST-0421,56,Female,Miami,Basic,10.9,26,12,2,22,2026-04-26,5,0
CUST-0422,46,Male,Chicago,Standard,35.64,7,11,2,16,2026-01-10,4,0
CUST-0423,59,Male,Los Angeles,Standard,43.88,42,7,7,7,2026-05-30,1,1
CUST-0424,43,Male,Houston,Basic,17.55,47,14,3,15,2026-04-14,2,0
CUST-0425,52,Female,New York,Basic,19.93,53,5,3,30,2026-06-11,3,0
CUST-0426,67,Male,Los Angeles,Basic,23.69,59,0,2,21,2026-04-16,2,1
CUST-0427,42,Male,New York,Basic,23.11,38,6,0,30,2026-06-13,1,1
CUST-0428,41,Female,Los Angeles,Standard,37.53,5,2,7,28,2026-02-18,3,1
CUST-0429,30,Female,Los Angeles,Premium,61.56,23,14,0,25,2026-05-14,3,0
CUST-0430,24,Male,Miami,Basic,15.1,28,12,6,20,2026-02-18,4,1
CUST-0431,53,Male,Houston,Basic,20.79,34,12,4,26,2026-04-20,5,0
CUST-0432,62,Male,Houston,Premium,59.3,53,12,3,11,2026-01-16,4,0
CUST-0433,37,Female,Los Angeles,Basic,13.75,15,5,3,22,2026-02-03,3,0
CUST-0434,18,Male,Chicago,Basic,15.34,32,14,7,21,2026-05-07,3,1
CUST-0435,25,Female,Chicago,Standard,32.66,26,7,5,1,2026-04-17,5,0
CUST-0436,63,Female,New York,Standard,40.43,48,6,0,5,2026-04-15,2,0
CUST-0437,33,Female,New York,Basic,19.24,31,9,9,13,2026-02-04,5,0
CUST-0438,31,Male,Miami,Basic,17.24,19,5,7,21,2026-02-08,4,0
CUST-0439,29,Female,Los Angeles,Basic,15.85,9,8,1,14,2026-03-07,2,0
CUST-0440,68,Female,New York,Standard,43.64,29,8,5,9,2026-02-03,4,0
CUST-0441,40,Female,New York,Standard,30.44,54,0,8,17,2026-02-01,5,1
CUST-0442,32,Male,Los Angeles,Basic,21.54,58,0,0,15,2026-03-31,2,0
CUST-0443,45,Female,Miami,Standard,43.53,51,0,5,21,2026-04-24,5,1
CUST-0444,51,Male,New York,Premium,61.7,39,7,7,7,2026-01-23,1,0
CUST-0445,19,Male,Miami,Basic,18.26,4,11,9,27,2026-01-23,3,0
CUST-0446,49,Male,Houston,Basic,24.17,3,12,1,22,2026-02-10,2,1
CUST-0447,40,Female,Miami,Standard,33.18,56,13,4,22,2026-04-13,3,0
CUST-0448,39,Male,Chicago,Basic,17.8,29,11,5,12,2026-03-24,1,1
CUST-0449,68,Male,Chicago,Basic,17.12,52,13,4,23,2026-04-18,2,1
CUST-0450,42,Male,Miami,Standard,33.88,11,9,2,6,2025-12-26,3,0
CUST-0451,39,Male,Chicago,Premium,67.28,33,6,3,21,2026-04-10,3,0
CUST-0452,39,Female,Houston,Premium,68.49,38,2,6,16,2026-06-04,2,0
CUST-0453,66,Female,Los Angeles,Standard,41.73,58,12,3,26,2026-04-09,3,0
CUST-0454,69,Male,Chicago,Standard,32.93,11,1,8,5,2026-01-12,3,0
CUST-0455,59,Male,Chicago,Basic,11.3,27,3,9,9,2026-04-12,2,1
CUST-0456,23,Female,Miami,Standard,39.08,33,2,1,14,2026-02-28,3,0
CUST-0457,32,Male,Houston,Basic,10.86,21,6,4,8,2026-05-31,3,0
CUST-0458,60,Male,Los Angeles,Basic,20.09,39,9,7,14,2026-02-06,4,0
CUST-0459,54,Female,Miami,Standard,37.96,31,14,4,12,2026-06-14,4,0
CUST-0460,50,Female,Miami,Standard,39.94,38,14,9,10,2026-03-02,1,0
CUST-0461,25,Male,Houston,Basic,18.85,46,7,7,30,2026-05-25,4,0
CUST-0462,61,Female,Los Angeles,Premium,61.34,2,5,7,20,2026-06-13,4,1
CUST-0463,61,Male,Houston,Basic,13.01,27,2,8,20,2026-05-24,1,1
CUST-0464,22,Female,Los Angeles,Basic,14.59,36,5,9,26,2026-05-05,3,1
CUST-0465,56,Male,Houston,Basic,17.87,11,14,5,21,2026-03-27,3,0
CUST-0466,21,Male,Miami,Standard,39.78,47,1,3,13,2026-06-11,4,0
CUST-0467,23,Male,Miami,Standard,41.69,18,14,2,29,2026-02-27,1,1
CUST-0468,62,Female,New York,Basic,21.51,59,11,4,19,2026-05-19,3,0
CUST-0469,49,Female,Chicago,Standard,44.59,1,6,5,15,2026-02-06,5,0
CUST-0470,69,Male,Houston,Basic,14.29,35,13,2,8,2026-02-10,2,1
CUST-0471,47,Male,New York,Standard,31.07,35,10,1,23,2026-06-07,2,0
CUST-0472,64,Female,Chicago,Basic,15.18,31,9,6,21,2025-12-31,2,1
CUST-0473,52,Male,Houston,Basic,21.15,28,13,4,10,2026-05-06,4,0
CUST-0474,57,Male,Los Angeles,Premium,61.57,39,6,8,3,2026-04-21,2,1
CUST-0475,69,Female,Chicago,Basic,22.27,1,3,2,21,2026-01-08,2,1
CUST-0476,33,Male,Miami,Basic,18.24,25,12,7,3,2026-06-08,5,0
CUST-0477,30,Female,New York,Standard,43.95,43,7,5,26,2026-06-05,3,0
CUST-0478,67,Female,Chicago,Premium,69.22,38,3,3,5,2026-02-08,5,0
CUST-0479,59,Male,Chicago,Basic,11.04,20,6,8,16,2026-05-14,4,0
CUST-0480,47,Male,Miami,Basic,16.85,3,3,4,17,2025-12-25,2,1
CUST-0481,36,Male,Houston,Basic,19.15,51,12,9,6,2026-05-14,3,1
CUST-0482,34,Female,Los Angeles,Standard,33.84,2,11,5,26,2026-03-10,2,1
CUST-0483,36,Female,Miami,Basic,16.11,18,4,8,20,2026-04-26,2,1
CUST-0484,45,Female,Los Angeles,Standard,40.17,44,6,6,20,2026-04-19,4,0
CUST-0485,43,Male,Houston,Premium,58.4,10,12,4,16,2026-02-21,2,1
CUST-0486,54,Female,Chicago,Basic,19.03,5,13,1,24,2026-05-04,1,1
CUST-0487,43,Female,Los Angeles,Basic,20.46,9,13,3,2,2026-03-08,3,0
CUST-0488,40,Female,New York,Basic,11.36,2,12,1,20,2026-04-23,3,0
CUST-0489,26,Female,New York,Basic,17.46,34,9,2,15,2026-04-05,1,1
CUST-0490,29,Female,Miami,Premium,58.95,38,2,9,18,2025-12-31,4,0
CUST-0491,18,Female,Houston,Basic,20.87,31,9,2,1,2026-02-14,2,1
CUST-0492,18,Female,Miami,Basic,12.84,10,4,3,26,2026-04-27,2,0
CUST-0493,64,Male,Miami,Standard,43.38,50,10,5,29,2026-04-27,3,1
CUST-0494,51,Male,Miami,Basic,16.46,12,13,2,29,2026-02-12,4,0
CUST-0495,49,Female,New York,Standard,32.97,36,2,9,19,2026-02-05,4,0
CUST-0496,65,Male,New York,Basic,16.57,54,4,0,12,2026-02-14,4,0
CUST-0497,42,Female,Miami,Premium,61.13,21,13,0,8,2026-02-09,2,1
CUST-0498,57,Female,New York,Premium,61.43,49,2,8,6,2026-03-28,4,0
CUST-0499,62,Female,Houston,Standard,38.78,47,10,8,12,2026-02-26,1,1
CUST-0500,18,Male,Miami,Premium,62.82,6,9,4,7,2026-04-24,5,0
CUST-0501,33,Male,New York,Basic,12.25,48,10,8,18,2026-05-15,4,1
CUST-0502,56,Male,Los Angeles,Basic,10.98,49,6,6,22,2026-05-03,5,1
CUST-0503,22,Female,Miami,Standard,40.94,3,12,8,14,2026-04-15,2,1
CUST-0504,39,Female,Miami,Standard,38.4,10,0,6,8,2026-06-02,4,1
CUST-0505,46,Female,Houston,Basic,15.39,5,8,8,24,2026-02-12,3,0
CUST-0506,20,Male,Chicago,Basic,22.13,46,8,1,20,2026-05-23,2,1
CUST-0507,29,Female,Chicago,Basic,15.82,26,4,7,22,2026-03-26,1,1
CUST-0508,43,Female,Houston,Basic,21.94,21,8,6,14,2026-05-19,1,1
CUST-0509,33,Male,Houston,Basic,14.59,45,9,5,5,2026-02-22,5,1
CUST-0510,68,Female,Houston,Standard,31.09,26,12,4,9,2025-12-23,5,1
CUST-0511,54,Male,Chicago,Basic,23.99,38,14,3,8,2026-01-03,3,0
CUST-0512,39,Male,Houston,Basic,15.92,44,5,6,2,2026-01-21,3,0
CUST-0513,46,Female,New York,Standard,41.89,26,14,2,28,2026-02-08,1,0
CUST-0514,31,Male,Miami,Standard,34.19,8,4,7,16,2026-04-11,4,0
CUST-0515,45,Female,Miami,Premium,64.7,5,12,1,13,2026-02-07,1,0
CUST-0516,22,Female,Los Angeles,Standard,43.1,15,2,0,7,2025-12-26,1,0
CUST-0517,64,Female,Los Angeles,Basic,10.62,59,10,1,16,2026-05-30,3,1
CUST-0518,66,Male,Miami,Premium,67.46,16,10,8,7,2026-04-05,5,1
CUST-0519,47,Female,New York,Standard,38.57,1,7,4,27,2026-06-17,3,0
CUST-0520,63,Female,Chicago,Basic,19.11,16,3,7,14,2026-04-10,3,0
CUST-0521,69,Female,Chicago,Standard,37.85,37,9,2,14,2026-01-07,3,1
CUST-0522,22,Male,New York,Premium,68.12,3,12,6,12,2026-01-13,1,1
CUST-0523,29,Male,Chicago,Basic,10.65,52,14,1,1,2026-01-07,4,0
CUST-0524,33,Female,Houston,Basic,13.92,47,12,7,1,2026-02-13,1,1
CUST-0525,43,Male,Miami,Basic,23.14,31,2,6,12,2026-05-07,2,1
CUST-0526,43,Female,Miami,Basic,21.29,13,12,4,20,2026-02-05,3,0
CUST-0527,65,Female,New York,Basic,10.26,56,5,3,21,2026-01-04,3,1
CUST-0528,38,Female,Chicago,Standard,37.76,16,7,0,15,2026-03-20,2,1
CUST-0529,56,Female,Los Angeles,Basic,17.94,55,12,4,4,2026-06-16,3,0
CUST-0530,53,Female,Los Angeles,Premium,61.01,43,14,8,7,2026-01-16,3,1
CUST-0531,50,Female,Chicago,Standard,34.46,21,8,9,16,2026-03-09,3,1
CUST-0532,47,Female,Los Angeles,Standard,40.23,2,13,3,3,2026-04-01,2,1
CUST-0533,54,Female,New York,Premium,58.12,54,5,8,7,2026-03-26,1,1
CUST-0534,40,Male,New York,Basic,21.98,27,4,1,29,2026-02-04,3,1
CUST-0535,27,Male,Chicago,Basic,22.05,38,11,3,24,2026-02-11,4,0
CUST-0536,22,Female,Los Angeles,Standard,36.23,26,10,8,22,2026-04-19,2,1
CUST-0537,53,Male,New York,Premium,59.25,58,1,3,6,2026-05-01,5,0
CUST-0538,51,Male,New York,Standard,34.26,59,1,4,16,2026-02-25,2,0
CUST-0539,69,Male,Houston,Basic,17.23,38,8,7,24,2026-02-28,1,1
CUST-0540,48,Female,Houston,Premium,65.79,46,1,0,8,2026-05-21,2,1
CUST-0541,27,Female,New York,Basic,15.38,25,1,0,23,2026-06-14,5,0
CUST-0542,36,Female,Chicago,Premium,64.15,11,2,8,22,2026-01-14,4,1
CUST-0543,49,Female,Miami,Premium,60.74,8,2,8,6,2026-06-18,5,0
CUST-0544,18,Female,Miami,Basic,14.57,8,3,3,10,2026-05-01,2,0
CUST-0545,22,Male,New York,Standard,30.37,33,6,1,16,2026-04-26,5,0
CUST-0546,62,Female,New York,Basic,10.06,53,8,8,11,2026-04-09,2,1
CUST-0547,21,Male,New York,Basic,13.41,7,1,3,13,2026-06-11,4,1
CUST-0548,33,Female,Chicago,Standard,36.1,38,3,5,29,2026-04-21,4,0
CUST-0549,41,Female,Houston,Standard,42.77,21,8,0,6,2026-05-02,1,0
CUST-0550,33,Male,New York,Premium,66.98,8,13,8,24,2026-02-19,4,0
CUST-0551,19,Male,New York,Standard,34.01,51,1,4,1,2025-12-28,3,1
CUST-0552,66,Male,Los Angeles,Basic,13.67,54,9,2,21,2026-06-20,5,0
CUST-0553,45,Male,Chicago,Premium,58.41,21,10,3,19,2026-05-14,5,0
CUST-0554,49,Male,New York,Premium,60.09,56,12,0,12,2026-04-03,2,1
CUST-0555,44,Female,Los Angeles,Basic,17.47,20,0,8,24,2026-03-24,4,0
CUST-0556,37,Female,Miami,Premium,61.58,8,9,7,27,2026-03-31,1,0
CUST-0557,41,Female,New York,Basic,13.27,58,7,3,6,2026-04-15,1,1
CUST-0558,29,Female,New York,Premium,56.96,46,8,1,30,2026-06-04,1,0
CUST-0559,67,Female,Los Angeles,Basic,10.19,31,6,8,18,2026-02-14,3,0
CUST-0560,52,Female,Chicago,Basic,12.31,50,7,3,13,2026-03-01,4,0
CUST-0561,50,Male,New York,Basic,20.58,57,3,8,7,2026-02-05,1,1
CUST-0562,50,Female,Miami,Standard,33.65,29,3,9,23,2026-04-22,3,0
CUST-0563,68,Male,New York,Basic,17.03,48,12,2,13,2026-05-12,5,0
CUST-0564,60,Female,Miami,Basic,18.87,9,1,6,21,2026-03-24,2,0
CUST-0565,54,Female,Houston,Standard,43.3,15,7,6,8,2026-05-11,4,0
CUST-0566,29,Female,Houston,Premium,68.33,30,14,9,30,2026-02-01,4,0
CUST-0567,20,Male,Miami,Basic,21.19,26,10,3,21,2026-02-26,5,0
CUST-0568,18,Female,Chicago,Basic,10.53,10,1,1,17,2026-03-13,4,0
CUST-0569,50,Female,New York,Basic,18.63,29,8,8,9,2026-02-24,4,1
CUST-0570,57,Male,New York,Basic,21.8,54,13,3,20,2026-03-24,4,0
CUST-0571,27,Male,Houston,Premium,55.26,16,3,7,13,2026-03-20,4,0
CUST-0572,60,Female,Miami,Premium,63.25,36,0,1,2,2026-02-02,3,0
CUST-0573,61,Male,New York,Standard,42.87,20,12,7,4,2026-04-22,3,0
CUST-0574,46,Female,New York,Basic,17.11,45,3,9,30,2026-04-14,2,1
CUST-0575,30,Male,Chicago,Standard,30.06,54,2,4,29,2026-04-04,4,0
CUST-0576,29,Male,Los Angeles,Standard,30.17,37,11,6,25,2026-05-06,5,1
CUST-0577,48,Female,Houston,Premium,61.25,22,5,6,2,2026-05-14,1,1
CUST-0578,63,Male,Houston,Standard,32.33,7,6,8,4,2026-06-04,2,1
CUST-0579,19,Female,Los Angeles,Standard,39.97,23,7,2,18,2026-04-16,1,1
CUST-0580,68,Male,New York,Standard,40.63,41,1,9,5,2026-05-16,1,1
CUST-0581,67,Male,Chicago,Basic,12.67,40,5,3,19,2026-04-08,4,0
CUST-0582,52,Female,Chicago,Premium,68.33,29,14,9,10,2026-06-14,5,1
CUST-0583,40,Female,Houston,Standard,36.63,16,5,3,18,2026-06-05,1,0
CUST-0584,34,Female,Chicago,Standard,32.14,38,9,9,30,2026-06-07,1,0
CUST-0585,43,Female,Los Angeles,Basic,21.46,28,11,4,25,2026-04-02,2,0
CUST-0586,25,Female,New York,Standard,41.85,48,4,5,21,2026-05-27,5,1
CUST-0587,46,Male,Los Angeles,Standard,39.59,38,9,2,10,2026-03-08,5,0
CUST-0588,43,Male,Miami,Basic,22.8,31,9,3,5,2026-06-17,1,0
CUST-0589,27,Female,Houston,Basic,21.06,14,6,2,17,2026-01-15,5,0
CUST-0590,43,Female,Chicago,Standard,43.23,53,2,1,22,2026-02-14,2,0
CUST-0591,51,Female,Miami,Standard,36.51,33,3,9,13,2026-04-26,2,1
CUST-0592,68,Male,Chicago,Standard,41.21,57,9,8,23,2026-06-15,2,1
CUST-0593,58,Male,New York,Basic,25.0,9,12,0,17,2026-02-12,4,0
CUST-0594,24,Female,New York,Standard,40.87,57,8,1,9,2026-01-05,1,1
CUST-0595,21,Female,New York,Basic,11.71,27,3,7,24,2026-02-12,5,1
CUST-0596,67,Female,Chicago,Basic,17.77,24,2,6,12,2026-02-26,2,0
CUST-0597,62,Female,Miami,Basic,18.81,13,13,0,14,2026-04-25,1,1
CUST-0598,28,Female,New York,Basic,12.61,26,1,4,14,2026-04-17,1,1
CUST-0599,46,Male,Miami,Basic,24.44,29,4,9,8,2026-04-17,4,0
CUST-0600,53,Male,Chicago,Basic,12.63,51,3,5,23,2026-03-10,5,0
CUST-0601,42,Male,Miami,Basic,12.66,49,12,4,5,2026-05-31,5,0
CUST-0602,38,Male,Chicago,Basic,23.73,43,12,3,19,2026-01-14,2,0
CUST-0603,53,Female,Chicago,Standard,36.98,28,7,0,28,2026-05-19,2,1
CUST-0604,27,Male,Houston,Basic,10.95,28,6,6,14,2025-12-27,1,1
CUST-0605,54,Female,Chicago,Basic,18.97,8,5,8,9,2026-05-30,5,1
CUST-0606,26,Male,Chicago,Premium,64.03,23,10,5,30,2026-03-03,5,1
CUST-0607,41,Male,Los Angeles,Basic,10.97,29,11,2,7,2026-06-17,2,1
CUST-0608,52,Male,New York,Standard,44.59,5,1,9,27,2025-12-31,3,1
CUST-0609,66,Male,Houston,Basic,18.16,42,2,3,26,2026-02-01,1,0
CUST-0610,52,Female,Houston,Basic,18.4,7,9,9,26,2026-04-08,5,0
CUST-0611,65,Male,Houston,Standard,37.8,42,8,4,8,2026-02-22,4,0
CUST-0612,53,Female,Los Angeles,Standard,39.16,36,12,0,14,2025-12-23,4,0
CUST-0613,35,Male,Chicago,Premium,58.96,41,8,4,22,2026-03-20,3,0
CUST-0614,66,Male,New York,Standard,34.31,27,14,0,28,2026-04-17,2,0
CUST-0615,56,Male,Miami,Premium,62.67,58,4,8,14,2026-04-17,2,0
CUST-0616,49,Female,Chicago,Basic,22.1,46,13,6,11,2026-06-11,2,1
CUST-0617,41,Female,Los Angeles,Basic,10.75,2,2,2,14,2026-01-26,4,1
CUST-0618,40,Male,Chicago,Basic,19.05,25,1,8,21,2026-05-05,2,1
CUST-0619,49,Male,Chicago,Basic,22.1,9,7,1,8,2026-04-16,4,0
CUST-0620,54,Female,Los Angeles,Standard,32.35,53,14,6,3,2026-05-03,3,0
CUST-0621,29,Male,Houston,Standard,30.23,27,5,8,28,2026-05-30,1,1
CUST-0622,66,Male,Houston,Basic,14.69,1,9,5,29,2026-03-27,5,1
CUST-0623,30,Female,New York,Premium,63.82,23,10,9,29,2026-05-26,3,0
CUST-0624,40,Female,New York,Premium,57.07,10,11,4,23,2026-02-04,4,0
CUST-0625,42,Male,Houston,Basic,16.39,42,6,6,18,2026-01-23,3,1
CUST-0626,52,Female,Miami,Basic,18.28,52,0,5,3,2026-03-18,5,1
CUST-0627,58,Female,Chicago,Basic,18.98,25,0,4,13,2026-03-06,1,0
CUST-0628,47,Male,Miami,Basic,14.12,54,9,1,12,2026-02-07,5,0
CUST-0629,34,Female,Chicago,Basic,16.0,3,1,7,15,2026-06-07,4,1
CUST-0630,66,Female,Houston,Standard,41.68,6,9,6,18,2026-01-11,5,0
CUST-0631,37,Male,New York,Basic,24.12,58,14,5,5,2026-04-11,3,0
CUST-0632,65,Male,New York,Basic,22.93,6,2,4,7,2026-01-20,2,0
CUST-0633,42,Male,Miami,Premium,63.46,53,11,4,11,2026-04-07,3,0
CUST-0634,39,Female,New York,Standard,36.15,2,0,8,26,2026-02-21,4,1
CUST-0635,30,Male,Houston,Premium,59.99,58,13,0,27,2026-03-01,1,0
CUST-0636,36,Female,Miami,Basic,11.87,58,4,8,11,2026-05-01,5,1
